"Keyword for: (lifepal.co.id/media)","www.google.co.id current position","Found SERP","Best Position","First Position","Local Search Volume (ID)","Global Search Volume","CPC (ID)","CPC (Global)","CMP (ID)","CMP (Global)"
"kecelakaan tol jagorawi",40,https://lifepal.co.id/media/kecelakaan-tol-jagorawi/,40,40,880,880,-,-,-,-
"kekentalan oli",4,https://lifepal.co.id/media/kekentalan-oli/,4,4,1000,1000,-,-,14,14
"kelebihan dan kekurangan asuransi",1,https://lifepal.co.id/media/asuransi/,1,1,210,210,-,-,1,1
"klaim jht bpjs ketenagakerjaan",22,https://lifepal.co.id/media/klaim-jht-bpjs-ketenagakerjaan/,22,22,480,480,-,-,-,-
"klinik kimia farma",9,https://lifepal.co.id/media/klinik-kimia-farma/,9,9,6600,6600,0.5,0.5,1,1
"klinik swab antigen terdekat",6,https://lifepal.co.id/media/klinik-swab-antigen-terdekat/,6,6,1600,1600,-,-,6,6
"kunci stang mobil",10,https://lifepal.co.id/media/kunci-stang-mobil/,10,10,1000,1000,-,-,100,100
"lampu hid mobil",6,https://lifepal.co.id/media/lampu-hid-mobil/,6,6,1000,1000,-,-,100,100
"lampu indikator mobil menyala terus",4,https://lifepal.co.id/media/lampu-indikator-mobil-menyala-terus/,4,4,480,590,-,-,4,4
"lampu kota mobil",9,https://lifepal.co.id/media/lampu-kota-mobil/,9,9,1000,1000,-,-,96,96
"lampu sorot mobil",7,https://lifepal.co.id/media/lampu-sorot-mobil/,7,7,1600,1600,-,-,100,100
lapse,2,https://lifepal.co.id/media/lapse/,2,2,480,60500,-,-,-,-
"lifepal penipu",2,https://lifepal.co.id/media/lifepal-penipu/,2,2,480,480,1,1,10,10
"malacca trust finance",1,https://lifepal.co.id/media/malacca-trust/,1,1,210,210,-,-,8,8
"manfaat asuransi kesehatan",23,https://lifepal.co.id/media/manfaat-asuransi-kesehatan/,23,23,590,590,-,-,17,17
"manfaat asuransi pendidikan",6,https://lifepal.co.id/media/6-asuransi-pendidikan-terbaik-dan-keuntungannya/,6,6,260,260,-,-,7,7
"manfaat bpjs",2,https://lifepal.co.id/media/manfaat-bpjs/,2,2,480,590,-,-,1,1
"mekanisme asuransi syariah",2,https://lifepal.co.id/media/mekanisme-asuransi-syariah/,2,2,170,170,-,-,8,8
"menghilangkan jamur kaca mobil",16,https://lifepal.co.id/media/menghilangkan-jamur-kaca-mobil/,16,16,590,590,-,-,100,100
"mobil 70 jutaan",3,https://lifepal.co.id/media/mobil-70-jutaan/,3,3,1600,1600,-,-,27,27
"mobil hidrogen",3,https://lifepal.co.id/media/mobil-hidrogen/,3,3,880,880,-,-,2,2
oktan,4,https://lifepal.co.id/media/oktan/,4,4,1300,18100,-,0.5,17,2
"operasi yang ditanggung bpjs",14,https://lifepal.co.id/media/penasaran-pelayanan-dan-penyakit-gak-ditanggung-bpjs/,14,14,320,390,-,-,-,-
"pajak mobil listrik",6,https://lifepal.co.id/media/pajak-mobil-listrik/,6,6,1300,1300,-,-,7,7
"pajak mobil pajero",14,https://lifepal.co.id/media/pajak-mobil-pajero/,14,14,880,880,-,-,-,-
"paket audio mobil",8,https://lifepal.co.id/media/paket-audio-mobil/,8,8,1300,1300,-,-,100,100
"pembersih ac mobil",20,https://lifepal.co.id/media/pembersih-ac-mobil/,20,20,1000,1000,-,-,100,100
"pembersih interior mobil",22,https://lifepal.co.id/media/pembersih-interior-mobil/,22,22,1300,1300,-,-,100,100
"pemegang polis",3,https://lifepal.co.id/media/pemegang-polis/,3,3,140,140,-,-,1,1
"pengharum mobil terbaik",36,https://lifepal.co.id/media/parfum-mobil-terbaik/,36,36,1300,1300,-,-,98,97
"pentingnya asuransi",6,https://lifepal.co.id/media/melihat-pentingnya-asuransi-bagi-masa-depan-keuangan-anda/,6,6,320,320,-,-,13,13
"penyebab air radiator cepat habis",11,https://lifepal.co.id/media/penyebab-air-radiator-cepat-habis/,11,11,1300,1300,-,-,-,-
"peran asuransi",6,https://lifepal.co.id/media/fungsi-peran-asuransi/,6,6,880,880,-,-,1,1
"peraturan bpjs kesehatan",47,https://lifepal.co.id/media/jangan-kecele-ini-peraturan-bpjs-kesehatan-terbaru/,47,47,260,260,-,-,-,-
"perbedaan asuransi jiwa dan kesehatan",4,https://lifepal.co.id/media/perbedaan-asuransi-jiwa-dan-kesehatan-2/,4,4,320,320,-,-,7,7
"perbedaan ban tubeless dan ban biasa",6,https://lifepal.co.id/media/perbedaan-ban-tubeless-dan-ban-biasa/,6,6,880,880,-,-,33,32
"perbedaan bpjs kesehatan dan bpjs ketenagakerjaan",2,https://lifepal.co.id/media/perbedaan-bpjs-ketenagakerjaan-dan-bpjs-kesehatan/,2,2,1000,1000,-,-,-,-
"perbedaan brio satya dan rs",6,https://lifepal.co.id/media/perbedaan-brio-satya-dan-rs/,6,6,1300,1300,-,-,10,10
"perbedaan spooring dan balancing",6,https://lifepal.co.id/media/perbedaan-spooring-dan-balancing/,6,6,720,720,-,-,4,4
"perjanjian asuransi",2,https://lifepal.co.id/media/perjanjian-asuransi/,2,2,320,320,-,-,-,-
"perpanjang stnk tanpa ktp",2,https://lifepal.co.id/media/bisa-lewat-minimarket-begini-cara-bayar-pajak-kendaraan-tanpa-ktp-asli/,2,2,880,880,-,-,-,-
"persekot asuransi adalah",1,"https://lifepal.co.id/media/persekot-asuransi/#:~:text=Secara lengkap, arti persekot asuransi,biaya untuk periode saat ini.",1,1,390,390,-,-,-,-
"pertanyaan tentang asuransi",2,https://lifepal.co.id/media/sebelum-membeli-asuransi-kesehatan-tanyakan-dan-pertimbangkan-10-hal-ini-dengan-matang/,2,2,1600,1600,0.5,0.5,1,1
"pinjaman bpjs ketenagakerjaan",15,https://lifepal.co.id/media/pinjaman-bpjs-ketenagakerjaan/,15,15,320,320,-,-,40,40
"plafon asuransi",1,"https://lifepal.co.id/media/plafon-asuransi/#:~:text=Plafon asuransi adalah output dari,besar plafon asuransi yang didapatkan.",1,1,140,140,-,-,14,14
"polis asuransi mobil",1,https://lifepal.co.id/media/contoh-polis-asuransi-mobil/,1,1,210,210,1,1,40,39
"power window macet",6,https://lifepal.co.id/media/power-window-macet/,6,6,720,720,-,-,22,22
"pre existing condition",5,https://lifepal.co.id/media/pre-existing-condition/,5,5,260,8100,-,3.5,1,6
"premi asuransi jiwa",3,https://lifepal.co.id/media/perusahaan-asuransi-jiwa/,3,3,320,320,-,-,37,36
"produk asuransi prudential",2,https://lifepal.co.id/media/5-pilihan-asuransi-prudential-buat-proteksi-finansial/,2,2,140,140,-,-,8,8
"provider mandiri inhealth",5,https://lifepal.co.id/media/provider-mandiri-inhealth/,5,5,260,260,-,-,-,-
"psikiater BPJS",4,https://lifepal.co.id/media/cara-ke-psikiater-dengan-bpjs/,4,4,390,390,-,-,12,11
"radio mobil",28,https://lifepal.co.id/media/radio-mobil/,28,28,590,880,-,-,96,98
"rangkaian lampu kepala mobil",2,https://lifepal.co.id/media/rangkaian-lampu-kepala-mobil/,2,2,880,880,-,-,26,26
reasuransi,4,https://lifepal.co.id/media/reasuransi/,4,4,720,720,-,-,-,-
"relay mobil",13,https://lifepal.co.id/media/relay-mobil/,13,13,880,880,-,-,97,97
"rem mobil bunyi",6,https://lifepal.co.id/media/rem-mobil-bunyi/,6,6,720,720,-,-,8,8
"rem tangan mobil",30,https://lifepal.co.id/media/rem-tangan-mobil/,30,30,1000,1000,-,-,21,21
"remote mobil tidak berfungsi",3,https://lifepal.co.id/media/remote-mobil/,3,3,590,590,-,-,36,35
"rest area",66,https://lifepal.co.id/media/rest-area/,66,66,110000,550000,-,-,-,-
"risiko asuransi",7,https://lifepal.co.id/media/risiko-asuransi/,7,7,260,260,-,-,4,4
"rs grha kedoya",7,https://lifepal.co.id/media/rumah-sakit-grha-kedoya/,7,7,6600,6600,-,-,-,-
"rs omni alam sutera",4,https://lifepal.co.id/media/rumah-sakit-omni/,4,4,1000,1000,-,-,-,-
"rs permata cibubur",9,https://lifepal.co.id/media/rumah-sakit-permata-cibubur/,9,9,3600,3600,-,-,-,-
"rs pmi bogor",6,https://lifepal.co.id/media/rs-pmi-bogor/,6,6,4400,4400,-,-,-,-
"rs primaya",8,https://lifepal.co.id/media/rs-primaya/,8,8,3600,3600,-,-,-,-
"rs sari asih",15,https://lifepal.co.id/media/rumah-sakit-sari-asih/,15,15,4400,4400,-,-,-,-
"rs sentra medika cisalak",12,https://lifepal.co.id/media/rumah-sakit-sentra-medika/,12,12,2900,2900,-,-,-,-
"rs setia mitra",5,https://lifepal.co.id/media/rumah-sakit-setia-mitra-harga-kamar-dan-fasilitas/,5,5,2400,2400,-,-,-,-
"rsia asih",8,https://lifepal.co.id/media/rsia-asih/,8,8,1600,1600,-,-,-,-
"rsia bina medika",18,https://lifepal.co.id/media/rsia-bina-medika/,18,18,2900,2900,-,-,-,-
"rsia bunda menteng",6,https://lifepal.co.id/media/rsia-bunda-menteng/,6,6,9900,9900,-,-,-,-
"rumah sakit adam malik",24,https://lifepal.co.id/media/rumah-sakit-adam-malik/,24,24,2900,2900,-,-,-,-
"rumah sakit advent bandung",5,https://lifepal.co.id/media/rumah-sakit-advent-bandung/,5,5,1600,1600,-,-,1,1
"rumah sakit agung",12,https://lifepal.co.id/media/rumah-sakit-agung/,12,12,880,880,-,-,-,-
"rumah sakit aminah",22,https://lifepal.co.id/media/rumah-sakit-aminah/,22,22,880,880,-,-,-,-
"rumah sakit atma jaya",4,https://lifepal.co.id/media/rumah-sakit-atma-jaya/,4,4,1600,1600,-,-,-,-
"rumah sakit aulia",6,https://lifepal.co.id/media/rumah-sakit-aulia/,6,6,1300,1300,-,-,-,-
"rumah sakit bandung",6,https://lifepal.co.id/media/rumah-sakit-bandung/,6,6,2400,2400,-,-,-,-
"rumah sakit bhayangkara",46,https://lifepal.co.id/media/rumah-sakit-bhayangkara/,46,46,6600,6600,-,-,-,-
"rumah sakit bpjs",3,https://lifepal.co.id/media/rumah-sakit-bpjs/,3,3,390,390,-,-,-,-
"rumah sakit budi kemuliaan",7,https://lifepal.co.id/media/rumah-sakit-budi-kemuliaan/,7,7,1300,1300,-,-,-,-
"rumah sakit bunda",18,https://lifepal.co.id/media/rumah-sakit-bunda/,18,18,2900,3600,-,-,1,1
"rumah sakit carolus",12,https://lifepal.co.id/media/rumah-sakit-carolus/,12,12,1600,1600,-,-,2,2
"rumah sakit cinta kasih tzu chi",14,https://lifepal.co.id/media/rumah-sakit-tzu-chi/,14,14,590,720,-,-,-,-
"rumah sakit cipto mangunkusumo",5,https://lifepal.co.id/media/rumah-sakit-cipto-mangunkusumo/,5,5,40500,49500,-,1.5,1,1
"rumah sakit ciputra",23,https://lifepal.co.id/media/rumah-sakit-ciputra/,23,23,880,880,-,-,1,1
"rumah sakit columbia",6,https://lifepal.co.id/media/rumah-sakit-columbia/,6,6,720,720,-,-,-,-
"rumah sakit darmo",6,https://lifepal.co.id/media/rumah-sakit-darmo/,6,6,1600,1600,-,-,-,-
"rumah sakit depok",2,https://lifepal.co.id/media/rumah-sakit-depok/,2,2,880,880,-,-,-,-
"rumah sakit dharmais",18,https://lifepal.co.id/media/rumah-sakit-dharmais/,18,18,3600,3600,-,-,1,1
"rumah sakit dustira",9,https://lifepal.co.id/media/rumah-sakit-dustira/,9,9,1600,1600,-,-,-,-
"rumah sakit duta indah",3,https://lifepal.co.id/media/rumah-sakit-duta-indah/,3,3,1000,1000,-,-,-,-
"rumah sakit elisabeth",22,https://lifepal.co.id/media/rumah-sakit-elisabeth/,22,22,2900,2900,-,-,-,-
"rumah sakit emc",38,https://lifepal.co.id/media/rumah-sakit-emc/,38,38,1600,1600,-,-,1,1
"rumah sakit fatmawati",4,https://lifepal.co.id/media/rumah-sakit-fatmawati/,4,4,3600,3600,-,-,-,-
"rumah sakit firdaus",4,https://lifepal.co.id/media/rumah-sakit-firdaus/,4,4,1000,1000,-,-,-,-
"rumah sakit gandaria",7,https://lifepal.co.id/media/rumah-sakit-gandaria/,7,7,880,880,-,-,-,-
"rumah sakit gotong royong",6,https://lifepal.co.id/media/rumah-sakit-gotong-royong/,6,6,1900,1900,-,-,-,-
"rumah sakit haji jakarta",10,https://lifepal.co.id/media/rumah-sakit-haji/,10,10,880,880,-,-,-,-
"rumah sakit harapan bunda",46,https://lifepal.co.id/media/rumah-sakit-harapan-bunda/,46,46,2900,2900,-,-,1,1
"rumah sakit hermina",31,https://lifepal.co.id/media/rumah-sakit-hermina/,31,31,18100,18100,-,-,2,2
"rumah sakit husada",13,https://lifepal.co.id/media/rumah-sakit-husada/,13,13,3600,3600,-,-,1,1
"rumah sakit immanuel",12,https://lifepal.co.id/media/rumah-sakit-immanuel/,12,12,2400,2400,-,-,-,-
"rumah sakit islam cempaka putih",7,https://lifepal.co.id/media/rumah-sakit-islam/,7,7,1600,1600,-,-,-,-
"rumah sakit jakarta",14,https://lifepal.co.id/media/rumah-sakit-jakarta/,14,14,6600,6600,0.5,0.5,-,-
"rumah sakit jantung harapan kita",10,https://lifepal.co.id/media/rumah-sakit-jantung-harapan-kita/,10,10,1900,1900,-,-,3,3
"rumah sakit jantung jakarta",9,https://lifepal.co.id/media/rumah-sakit-jantung-jakarta/,9,9,2900,2900,-,-,5,5
"rumah sakit jih",4,https://lifepal.co.id/media/rumah-sakit-jih/,4,4,2400,2400,-,-,-,-
"rumah sakit jmc",9,https://lifepal.co.id/media/rumah-sakit-jmc/,9,9,720,720,-,-,-,-
"rumah sakit kariadi semarang",19,https://lifepal.co.id/media/rumah-sakit-kariadi-semarang/,19,19,880,880,-,-,-,-
"rumah sakit kartini",17,https://lifepal.co.id/media/rumah-sakit-kartini/,17,17,1600,1600,-,-,1,1
"rumah sakit kasih ibu",25,https://lifepal.co.id/media/rumah-sakit-kasih-ibu/,25,25,1900,1900,-,-,-,-
"rumah sakit lavalette",6,https://lifepal.co.id/media/rumah-sakit-lavalette/,6,6,1900,1900,-,-,-,-
"rumah sakit margono",4,https://lifepal.co.id/media/rumah-sakit-margono/,4,4,1900,1900,-,-,-,-
"rumah sakit mata",31,https://lifepal.co.id/media/rumah-sakit-mata/,31,31,2900,2900,-,-,7,7
"rumah sakit mata cicendo",15,https://lifepal.co.id/media/rumah-sakit-mata-cicendo/,15,15,1300,1300,-,-,-,-
"rumah sakit mata smec",10,https://lifepal.co.id/media/rumah-sakit-mata-smec/,10,10,2400,2400,-,-,3,3
"rumah sakit mayapada",5,https://lifepal.co.id/media/rumah-sakit-mayapada/,5,5,2900,2900,-,-,2,2
"rumah sakit medistra",4,https://lifepal.co.id/media/rumah-sakit-medistra/,4,4,2400,2400,-,-,-,-
"rumah sakit mitra keluarga",63,https://lifepal.co.id/media/rumah-sakit-mitra-keluarga/,63,63,4400,4400,-,-,1,1
"rumah sakit muhammadiyah bandung",7,https://lifepal.co.id/media/rumah-sakit-muhammadiyah-bandung/,7,7,1900,1900,-,-,-,-
"rumah sakit murni teguh",5,https://lifepal.co.id/media/rumah-sakit-murni-teguh/,5,5,5400,5400,-,-,-,-
"rumah sakit ortopedi",5,https://lifepal.co.id/media/rumah-sakit-ortopedi/,5,5,880,880,-,-,2,2
"rumah sakit pantai indah kapuk",12,https://lifepal.co.id/media/rumah-sakit-pantai-indah-kapuk/,12,12,2900,3600,-,-,-,-
"rumah sakit pelni",31,https://lifepal.co.id/media/rumah-sakit-pelni/,31,31,4400,4400,-,-,-,-
"rumah sakit permata cirebon",5,https://lifepal.co.id/media/rumah-sakit-permata-cirebon/,5,5,1900,1900,-,-,-,-
"rumah sakit persahabatan",5,https://lifepal.co.id/media/rumah-sakit-persahabatan/,5,5,3600,3600,-,-,-,-
"rumah sakit pluit",3,https://lifepal.co.id/media/rumah-sakit-pluit/,3,3,1600,1600,-,-,-,-
"rumah sakit pondok indah",8,https://lifepal.co.id/media/rumah-sakit-pondok-indah/,8,8,27100,33100,-,-,1,1
"rumah sakit premier bintaro",8,https://lifepal.co.id/media/rumah-sakit-premier-bintaro/,8,8,1600,1600,-,-,-,-
"rumah sakit premier surabaya",11,https://lifepal.co.id/media/rumah-sakit-premier-surabaya/,11,11,2400,2400,-,-,-,-
"rumah sakit prima medika",5,https://lifepal.co.id/media/rumah-sakit-prima-medika/,5,5,590,590,-,-,-,-
"rumah sakit puri cinere",7,https://lifepal.co.id/media/rumah-sakit-puri-cinere/,7,7,1000,1000,-,-,-,-
"rumah sakit puri indah",5,https://lifepal.co.id/media/rumah-sakit-puri-indah/,5,5,1300,1300,-,-,-,-
"rumah sakit pusat angkatan darat gatot soebroto",8,https://lifepal.co.id/media/rumah-sakit-pusat-angkatan-darat-gatot-soebroto/,8,8,4400,5400,-,-,-,-
"rumah sakit pusat otak nasional",7,https://lifepal.co.id/media/rumah-sakit-pusat-otak-nasional/,7,7,1600,1600,-,-,-,-
"rumah sakit pusat pertamina",7,https://lifepal.co.id/media/rumah-sakit-pusat-pertamina/,7,7,1900,1900,-,-,-,-
"rumah sakit rekanan admedika",4,https://lifepal.co.id/media/rumah-sakit-rekanan-admedika/,4,4,260,260,-,-,7,7
"rumah sakit royal progress",4,https://lifepal.co.id/media/rumah-sakit-royal-progress/,4,4,1000,1000,-,-,-,-
"rumah sakit royal taruma",6,https://lifepal.co.id/media/rumah-sakit-royal-taruma-2/,6,6,1600,1600,-,-,-,-
"rumah sakit santa maria",7,https://lifepal.co.id/media/rumah-sakit-santa-maria/,7,7,1000,1000,-,-,-,-
"rumah sakit santo yusup",7,https://lifepal.co.id/media/rumah-sakit-santo-yusup/,7,7,1300,1300,-,-,-,-
"rumah sakit sardjito",5,https://lifepal.co.id/media/rumah-sakit-sardjito/,5,5,2400,2400,-,-,-,-
"rumah sakit satya negara",5,https://lifepal.co.id/media/rumah-sakit-satya-negara/,5,5,1300,1300,-,-,-,-
"rumah sakit siloam",4,https://lifepal.co.id/media/rumah-sakit-siloam/,4,4,12100,12100,-,-,2,2
"rumah sakit tarakan",5,https://lifepal.co.id/media/rumah-sakit-tarakan/,5,5,2400,2400,-,-,-,-
"rumah sakit ui",3,https://lifepal.co.id/media/rumah-sakit-ui/,3,3,1600,1600,-,-,-,-
"rumah sakit yarsi",43,https://lifepal.co.id/media/rumah-sakit-yarsi/,43,43,1600,1600,-,-,-,-
"sae oli",6,https://lifepal.co.id/media/sae-oli/,6,6,880,880,-,-,31,31
"saldo prudential bisa diambil",1,https://lifepal.co.id/media/saldo-prudential-bisa-diambil/,1,1,10,10,-,-,-,-
"segitiga pengaman mobil",10,https://lifepal.co.id/media/segitiga-pengaman-mobil/,10,10,720,720,-,-,100,100
"sejarah asuransi",2,https://lifepal.co.id/media/sejarah-asuransi/,2,2,480,480,-,-,-,-
"sinar mas medan",7,https://lifepal.co.id/media/sinar-mas-medan/,7,7,480,480,-,-,-,-
"sistem ac mobil",3,https://lifepal.co.id/media/sistem-ac-mobil/,3,3,1000,1000,-,-,23,24
"sistem kelistrikan mobil",6,https://lifepal.co.id/media/sistem-kelistrikan-mobil/,6,6,880,880,-,-,8,8
spaj,2,https://lifepal.co.id/media/pengertian-spaj/,2,2,260,12100,-,-,-,-
"stasiun pengisian mobil listrik",4,https://lifepal.co.id/media/stasiun-pengisian-mobil-listrik/,4,4,480,480,-,-,21,21
"surat rujukan bpjs",3,https://lifepal.co.id/media/bpjs-kesehatan-meminta-surat-rujukan/,3,3,2400,2400,-,-,-,-
"suspensi mobil",6,https://lifepal.co.id/media/suspensi-mobil/,6,6,1000,1000,-,-,34,36
"terapi mata juling",6,https://lifepal.co.id/media/terapi-mata-juling/,6,6,880,880,-,-,98,98
"term life",3,https://lifepal.co.id/media/term-life/,3,3,210,18100,3.5,13,1,14
"traction control",5,https://lifepal.co.id/media/traction-control/,5,5,880,40500,-,-,2,1
triptonic,3,https://lifepal.co.id/media/triptonic/,3,3,720,2400,-,-,2,1
"tujuan ban mobil diberi alur adalah",6,https://lifepal.co.id/media/tujuan-ban-mobil-diberi-alur-adalah/,6,6,210,210,-,-,-,-
"warna mobil sigra",8,https://lifepal.co.id/media/warna-mobil-sigra/,8,8,880,880,-,-,80,78
"water hammer",20,https://lifepal.co.id/media/water-hammer/,20,20,1300,27100,-,2,34,34
"xpander black edition",5,https://lifepal.co.id/media/xpander-black-edition/,5,5,720,880,-,-,53,68
"xpander sunroof",1,https://lifepal.co.id/media/xpander-sunroof/,1,1,480,480,-,-,49,48
